IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.24.183.228,10,10,0.00,184.33,0.00,LAX
104.16.216.185,10,10,0.00,184.33,0.00,LAX
104.16.144.203,10,10,0.00,184.36,0.00,LAX
104.24.42.18,10,10,0.00,184.37,0.00,LAX
104.16.244.215,10,10,0.00,184.37,0.00,LAX
162.159.241.31,10,10,0.00,184.38,0.00,LAX
104.16.139.52,10,10,0.00,184.39,0.00,LAX
162.159.15.244,10,10,0.00,184.39,0.00,LAX
104.27.8.26,10,10,0.00,184.39,0.00,LAX
104.25.139.250,10,10,0.00,184.40,0.00,LAX
104.27.38.83,10,10,0.00,184.53,0.00,LAX
162.159.198.222,10,10,0.00,184.58,0.00,LAX
162.159.3.189,10,10,0.00,184.65,0.00,LAX
172.66.150.90,10,10,0.00,184.70,0.00,LAX
104.25.124.228,10,10,0.00,184.70,0.00,LAX
162.159.4.211,10,10,0.00,184.75,0.00,LAX
104.17.24.132,10,10,0.00,184.81,0.00,LAX
104.16.125.209,10,10,0.00,184.85,0.00,LAX
104.17.127.234,10,10,0.00,184.90,0.00,SJC
104.27.86.220,10,10,0.00,184.90,0.00,LAX
104.18.14.97,10,10,0.00,184.90,0.00,LAX
104.16.128.237,10,10,0.00,184.95,0.00,LAX
104.18.2.182,10,10,0.00,185.01,0.00,LAX
104.24.76.64,10,10,0.00,185.11,0.00,LAX
104.16.175.248,10,10,0.00,185.12,0.00,LAX
162.159.245.27,10,10,0.00,185.14,0.00,LAX
104.16.177.222,10,10,0.00,185.16,0.00,LAX
104.16.207.193,10,10,0.00,185.16,0.00,LAX
104.24.14.45,10,10,0.00,185.19,0.00,LAX
172.67.117.177,10,10,0.00,185.20,0.00,LAX
104.25.30.181,10,10,0.00,185.20,0.00,LAX
104.18.9.10,10,10,0.00,185.22,0.00,LAX
104.16.162.109,10,10,0.00,185.26,0.00,LAX
104.16.145.165,10,10,0.00,185.26,0.00,LAX
162.159.243.224,10,10,0.00,185.38,0.00,LAX
104.27.84.100,10,10,0.00,185.39,0.00,LAX
104.25.35.16,10,10,0.00,185.50,0.00,LAX
104.16.111.181,10,10,0.00,185.52,0.00,LAX
104.24.8.229,10,10,0.00,185.55,0.00,LAX
104.24.193.50,10,10,0.00,185.65,0.00,LAX
104.16.105.128,10,10,0.00,185.66,0.00,LAX
104.16.153.219,10,10,0.00,185.76,0.00,LAX
172.66.163.74,10,10,0.00,185.76,0.00,LAX
172.67.118.58,10,10,0.00,185.78,0.00,LAX
104.16.107.248,10,10,0.00,185.82,0.00,LAX
104.27.70.130,10,10,0.00,185.84,0.00,LAX
104.18.13.163,10,10,0.00,185.85,0.00,LAX
162.159.197.120,10,10,0.00,185.89,0.00,LAX
172.67.93.138,10,10,0.00,185.98,0.00,LAX
104.18.6.144,10,10,0.00,186.02,0.00,LAX
162.159.247.195,10,10,0.00,186.04,0.00,LAX
198.41.204.30,10,10,0.00,186.05,0.00,LAX
104.16.213.159,10,10,0.00,186.06,0.00,LAX
104.17.28.150,10,10,0.00,186.07,0.00,LAX
104.16.119.124,10,10,0.00,186.07,0.00,LAX
104.25.14.217,10,10,0.00,186.10,0.00,LAX
104.24.253.213,10,10,0.00,186.10,0.00,LAX
104.18.7.199,10,10,0.00,186.13,0.00,LAX
104.27.82.103,10,10,0.00,186.18,0.00,LAX
172.67.95.86,10,10,0.00,186.20,0.00,LAX
104.17.113.161,10,10,0.00,186.20,0.00,LAX
104.25.10.5,10,10,0.00,186.20,0.00,LAX
172.66.203.115,10,10,0.00,186.20,0.00,LAX
104.27.103.233,10,10,0.00,186.23,0.00,LAX
172.67.113.26,10,10,0.00,186.24,0.00,LAX
104.18.114.79,10,10,0.00,186.26,0.00,LAX
162.159.250.59,10,10,0.00,186.28,0.00,LAX
104.17.41.173,10,10,0.00,186.30,0.00,LAX
104.18.111.177,10,10,0.00,186.42,0.00,LAX
162.159.11.166,10,10,0.00,186.50,0.00,LAX
104.27.11.12,10,10,0.00,186.57,0.00,LAX
104.27.110.17,10,10,0.00,186.58,0.00,LAX
104.16.132.251,10,10,0.00,186.59,0.00,LAX
104.27.99.238,10,10,0.00,186.59,0.00,LAX
104.27.10.228,10,10,0.00,186.60,0.00,LAX
104.24.219.0,10,10,0.00,186.61,0.00,LAX
172.67.116.22,10,10,0.00,186.63,0.00,LAX
104.24.169.202,10,10,0.00,186.64,0.00,LAX
172.66.1.133,10,10,0.00,186.67,0.00,LAX
104.18.116.8,10,10,0.00,186.69,0.00,LAX
104.17.115.130,10,10,0.00,186.70,0.00,LAX
104.16.223.41,10,10,0.00,186.76,0.00,LAX
104.24.151.53,10,10,0.00,186.89,0.00,LAX
104.17.34.161,10,10,0.00,186.90,0.00,LAX
104.25.60.73,10,10,0.00,186.90,0.00,LAX
104.16.200.181,10,10,0.00,186.92,0.00,LAX
198.41.203.72,10,10,0.00,186.95,0.00,LAX
104.16.228.57,10,10,0.00,186.96,0.00,LAX
104.18.88.165,10,10,0.00,186.99,0.00,LAX
162.159.194.164,10,10,0.00,187.02,0.00,LAX
104.24.77.27,10,10,0.00,187.05,0.00,LAX
172.66.132.221,10,10,0.00,187.10,0.00,LAX
104.17.38.164,10,10,0.00,187.10,0.00,LAX
104.18.74.59,10,10,0.00,187.12,0.00,LAX
162.159.254.148,10,10,0.00,187.16,0.00,LAX
104.16.183.83,10,10,0.00,187.16,0.00,LAX
104.25.3.139,10,10,0.00,187.20,0.00,LAX
104.16.209.167,10,10,0.00,187.26,0.00,LAX
104.27.111.56,10,10,0.00,187.28,0.00,LAX
104.24.248.38,10,10,0.00,187.30,0.00,LAX
104.25.158.112,10,10,0.00,187.30,0.00,LAX
104.25.156.103,10,10,0.00,187.30,0.00,LAX
104.24.160.30,10,10,0.00,187.33,0.00,LAX
104.19.2.153,10,10,0.00,187.33,0.00,LAX
104.16.243.106,10,10,0.00,187.37,0.00,LAX
162.159.240.219,10,10,0.00,187.38,0.00,LAX
104.17.249.30,10,10,0.00,187.41,0.00,LAX
162.159.14.199,10,10,0.00,187.42,0.00,LAX
198.41.219.180,10,10,0.00,187.49,0.00,SJC
104.25.66.37,10,10,0.00,187.50,0.00,LAX
104.24.66.192,10,10,0.00,187.56,0.00,LAX
104.24.7.211,10,10,0.00,187.62,0.00,LAX
104.27.2.254,10,10,0.00,187.69,0.00,LAX
104.25.123.205,10,10,0.00,187.70,0.00,LAX
162.159.196.103,10,10,0.00,187.80,0.00,LAX
104.16.70.41,10,10,0.00,187.81,0.00,SJC
104.16.233.57,10,10,0.00,187.85,0.00,LAX
104.17.21.227,10,10,0.00,187.86,0.00,LAX
104.17.251.161,10,10,0.00,187.86,0.00,LAX
104.27.9.50,10,10,0.00,187.86,0.00,LAX
198.41.197.81,10,10,0.00,187.86,0.00,LAX
104.25.166.216,10,10,0.00,187.90,0.00,LAX
172.66.168.177,10,10,0.00,187.92,0.00,LAX
104.24.231.111,10,10,0.00,187.95,0.00,LAX
104.16.250.110,10,10,0.00,187.97,0.00,LAX
172.67.111.150,10,10,0.00,187.98,0.00,LAX
104.25.170.66,10,10,0.00,188.00,0.00,LAX
104.24.192.177,10,10,0.00,188.10,0.00,LAX
104.25.8.110,10,10,0.00,188.10,0.00,LAX
104.17.3.125,10,10,0.00,188.10,0.00,LAX
104.24.61.55,10,10,0.00,188.11,0.00,LAX
172.66.199.139,10,10,0.00,188.13,0.00,LAX
104.17.253.93,10,10,0.00,188.14,0.00,LAX
104.27.17.83,10,10,0.00,188.14,0.00,LAX
104.19.4.116,10,10,0.00,188.19,0.00,LAX
104.25.53.149,10,10,0.00,188.20,0.00,LAX
162.159.193.0,10,10,0.00,188.20,0.00,LAX
104.18.128.23,10,10,0.00,188.22,0.00,LAX
104.18.117.21,10,10,0.00,188.23,0.00,LAX
104.16.121.59,10,10,0.00,188.30,0.00,LAX
104.25.37.200,10,10,0.00,188.30,0.00,LAX
104.17.35.102,10,10,0.00,188.30,0.00,LAX
104.18.93.163,10,10,0.00,188.33,0.00,LAX
104.16.249.112,10,10,0.00,188.37,0.00,LAX
172.66.140.58,10,10,0.00,188.40,0.00,LAX
104.18.166.219,10,10,0.00,188.46,0.00,LAX
104.24.13.186,10,10,0.00,188.51,0.00,LAX
162.159.2.192,10,10,0.00,188.53,0.00,LAX
104.24.16.209,10,10,0.00,188.53,0.00,LAX
104.16.112.143,10,10,0.00,188.53,0.00,LAX
172.67.89.55,10,10,0.00,188.56,0.00,LAX
162.159.16.150,10,10,0.00,188.59,0.00,LAX
162.159.22.100,10,10,0.00,188.59,0.00,LAX
104.24.211.219,10,10,0.00,188.61,0.00,LAX
104.18.167.66,10,10,0.00,188.62,0.00,LAX
104.18.86.67,10,10,0.00,188.64,0.00,LAX
172.66.192.218,10,10,0.00,188.69,0.00,LAX
104.18.113.7,10,10,0.00,188.70,0.00,LAX
104.16.197.10,10,10,0.00,188.72,0.00,LAX
104.16.227.104,10,10,0.00,188.77,0.00,LAX
104.25.52.16,10,10,0.00,188.80,0.00,LAX
104.17.4.87,10,10,0.00,188.80,0.00,LAX
198.41.211.249,10,10,0.00,188.90,0.00,LAX
104.25.151.185,10,10,0.00,188.90,0.00,LAX
104.25.154.83,10,10,0.00,188.90,0.00,LAX
172.66.47.99,10,10,0.00,188.92,0.00,LAX
104.16.169.174,10,10,0.00,188.94,0.00,LAX
104.19.119.179,10,10,0.00,189.00,0.00,LAX
104.16.171.36,10,10,0.00,189.04,0.00,LAX
104.24.74.203,10,10,0.00,189.05,0.00,LAX
104.18.122.248,10,10,0.00,189.07,0.00,LAX
104.18.123.194,10,10,0.00,189.15,0.00,LAX
162.159.0.175,10,10,0.00,189.22,0.00,LAX
162.159.251.134,10,10,0.00,189.23,0.00,LAX
104.27.6.95,10,10,0.00,189.25,0.00,LAX
104.16.242.50,10,10,0.00,189.27,0.00,LAX
104.17.1.125,10,10,0.00,189.28,0.00,LAX
162.159.25.28,10,10,0.00,189.32,0.00,LAX
104.18.100.82,10,10,0.00,189.38,0.00,LAX
104.18.72.227,10,10,0.00,189.40,0.00,LAX
104.25.34.32,10,10,0.00,189.40,0.00,LAX
104.24.234.146,10,10,0.00,189.45,0.00,LAX
104.27.90.158,10,10,0.00,189.46,0.00,LAX
104.16.238.116,10,10,0.00,189.48,0.00,LAX
104.18.21.16,10,10,0.00,189.51,0.00,LAX
104.16.235.139,10,10,0.00,189.55,0.00,LAX
104.18.90.128,10,10,0.00,189.56,0.00,LAX
104.27.109.26,10,10,0.00,189.57,0.00,LAX
104.16.245.247,10,10,0.00,189.57,0.00,LAX
172.64.158.132,10,10,0.00,189.58,0.00,LAX
104.18.112.196,10,10,0.00,189.67,0.00,LAX
104.16.195.66,10,10,0.00,189.72,0.00,LAX
104.16.236.4,10,10,0.00,189.75,0.00,LAX
104.27.42.106,10,10,0.00,189.78,0.00,LAX
104.16.234.64,10,10,0.00,189.85,0.00,LAX
104.16.246.110,10,10,0.00,189.87,0.00,LAX
104.17.107.86,10,10,0.00,189.90,0.00,LAX
172.66.142.116,10,10,0.00,189.97,0.00,LAX
104.16.127.155,10,10,0.00,189.98,0.00,LAX
104.18.165.47,10,10,0.00,190.05,0.00,LAX
104.16.193.208,10,10,0.00,190.07,0.00,LAX
104.24.176.48,10,10,0.00,190.09,0.00,LAX
104.16.157.111,10,10,0.00,190.16,0.00,LAX
198.41.202.234,10,10,0.00,190.26,0.00,LAX
104.17.27.67,10,10,0.00,190.31,0.00,LAX
162.159.253.37,10,10,0.00,190.33,0.00,LAX
104.16.114.133,10,10,0.00,190.40,0.00,LAX
104.17.25.24,10,10,0.00,190.41,0.00,LAX
162.159.21.229,10,10,0.00,190.46,0.00,LAX
104.16.118.121,10,10,0.00,190.51,0.00,LAX
172.66.141.51,10,10,0.00,190.55,0.00,LAX
104.16.173.199,10,10,0.00,190.56,0.00,LAX
172.64.42.71,10,10,0.00,190.61,0.00,LAX
104.16.174.55,10,10,0.00,190.61,0.00,LAX
172.67.115.254,10,10,0.00,190.73,0.00,LAX
104.17.13.117,10,10,0.00,190.76,0.00,LAX
104.18.77.40,10,10,0.00,190.78,0.00,LAX
104.25.117.110,10,10,0.00,190.80,0.00,LAX
172.64.32.40,10,10,0.00,190.87,0.00,LAX
172.64.48.207,10,10,0.00,190.88,0.00,LAX
104.27.3.106,10,10,0.00,190.89,0.00,LAX
104.16.178.54,10,10,0.00,190.90,0.00,LAX
172.66.41.160,10,10,0.00,190.90,0.00,LAX
104.16.166.74,10,10,0.00,190.91,0.00,LAX
104.16.143.254,10,10,0.00,190.96,0.00,LAX
104.16.134.158,10,10,0.00,190.96,0.00,LAX
172.64.148.199,10,10,0.00,191.02,0.00,LAX
198.41.199.87,10,10,0.00,191.04,0.00,LAX
172.66.195.202,10,10,0.00,191.04,0.00,LAX
104.17.252.26,10,10,0.00,191.05,0.00,LAX
104.17.195.79,10,10,0.00,191.08,0.00,LAX
104.16.214.72,10,10,0.00,191.08,0.00,LAX
104.17.197.100,10,10,0.00,191.09,0.00,LAX
104.16.187.48,10,10,0.00,191.09,0.00,LAX
104.25.239.131,10,10,0.00,191.16,0.00,LAX
104.24.139.21,10,10,0.00,191.16,0.00,LAX
172.64.41.11,10,10,0.00,191.17,0.00,LAX
198.41.193.107,10,10,0.00,191.21,0.00,LAX
104.18.10.209,10,10,0.00,191.26,0.00,LAX
104.25.20.250,10,10,0.00,191.30,0.00,LAX
104.18.118.111,10,10,0.00,191.32,0.00,LAX
198.41.222.110,10,10,0.00,191.35,0.00,LAX
104.16.108.139,10,10,0.00,191.38,0.00,LAX
104.19.11.34,10,10,0.00,191.39,0.00,LAX
104.24.255.115,10,10,0.00,191.40,0.00,LAX
104.24.73.196,10,10,0.00,191.46,0.00,LAX
104.19.15.91,10,10,0.00,191.59,0.00,LAX
172.66.155.222,10,10,0.00,191.62,0.00,LAX
104.27.72.171,10,10,0.00,191.64,0.00,LAX
104.25.222.249,10,10,0.00,191.65,0.00,LAX
104.18.17.177,10,10,0.00,191.79,0.00,LAX
172.64.149.140,10,10,0.00,191.82,0.00,LAX
104.24.91.66,10,10,0.00,191.85,0.00,LAX
104.18.91.223,10,10,0.00,191.87,0.00,LAX
162.159.252.4,10,10,0.00,191.87,0.00,LAX
104.25.173.240,10,10,0.00,191.90,0.00,LAX
172.66.206.96,10,10,0.00,191.93,0.00,LAX
104.16.130.189,10,10,0.00,191.96,0.00,LAX
104.18.73.207,10,10,0.00,191.97,0.00,LAX
104.24.165.178,10,10,0.00,191.99,0.00,LAX
104.25.207.196,10,10,0.00,192.00,0.00,LAX
104.24.130.176,10,10,0.00,192.07,0.00,LAX
162.159.236.104,10,10,0.00,192.08,0.00,LAX
104.24.56.132,10,10,0.00,192.09,0.00,LAX
104.18.12.17,10,10,0.00,192.09,0.00,LAX
172.64.153.161,10,10,0.00,192.13,0.00,LAX
104.24.201.244,10,10,0.00,192.26,0.00,LAX
104.24.223.79,10,10,0.00,192.26,0.00,LAX
104.16.241.99,10,10,0.00,192.27,0.00,LAX
104.16.172.19,10,10,0.00,192.29,0.00,LAX
104.17.37.152,10,10,0.00,192.30,0.00,LAX
104.25.220.217,10,10,0.00,192.38,0.00,LAX
104.24.5.64,10,10,0.00,192.39,0.00,LAX
104.25.191.185,10,10,0.00,192.40,0.00,LAX
104.25.40.178,10,10,0.00,192.40,0.00,LAX
104.16.109.66,10,10,0.00,192.43,0.00,LAX
104.16.163.235,10,10,0.00,192.46,0.00,LAX
104.17.111.127,10,10,0.00,192.50,0.00,LAX
104.27.74.29,10,10,0.00,192.53,0.00,LAX
104.25.233.126,10,10,0.00,192.55,0.00,LAX
172.64.150.98,10,10,0.00,192.57,0.00,LAX
104.24.144.97,10,10,0.00,192.59,0.00,LAX
104.16.215.147,10,10,0.00,192.61,0.00,LAX
172.65.170.96,10,10,0.00,192.63,0.00,LAX
104.18.19.200,10,10,0.00,192.71,0.00,LAX
104.16.201.47,10,10,0.00,192.76,0.00,LAX
162.159.246.67,10,10,0.00,192.80,0.00,LAX
104.18.85.118,10,10,0.00,192.85,0.00,LAX
104.24.146.45,10,10,0.00,192.88,0.00,LAX
104.25.101.152,10,10,0.00,192.90,0.00,LAX
104.26.13.88,10,10,0.00,192.92,0.00,HKG
104.16.129.37,10,10,0.00,192.96,0.00,LAX
104.25.204.10,10,10,0.00,193.00,0.00,LAX
104.17.74.92,10,10,0.00,193.00,0.00,SJC
198.41.206.204,10,10,0.00,193.00,0.00,LAX
104.24.173.114,10,10,0.00,193.02,0.00,LAX
104.16.226.7,10,10,0.00,193.04,0.00,LAX
104.16.199.52,10,10,0.00,193.07,0.00,LAX
104.24.147.55,10,10,0.00,193.09,0.00,LAX
104.17.91.193,10,10,0.00,193.10,0.00,SJC
104.31.16.75,10,10,0.00,193.11,0.00,LAX
104.16.164.179,10,10,0.00,193.14,0.00,LAX
104.25.5.179,10,10,0.00,193.20,0.00,LAX
162.159.237.65,10,10,0.00,193.21,0.00,SJC
172.66.167.232,10,10,0.00,193.23,0.00,LAX
104.27.13.109,10,10,0.00,193.24,0.00,LAX
104.24.46.194,10,10,0.00,193.25,0.00,LAX
104.17.14.23,10,10,0.00,193.34,0.00,LAX
172.66.209.49,10,10,0.00,193.35,0.00,LAX
104.24.47.116,10,10,0.00,193.36,0.00,LAX
162.159.1.49,10,10,0.00,193.45,0.00,LAX
104.25.135.204,10,10,0.00,193.50,0.00,LAX
198.41.217.179,10,10,0.00,193.51,0.00,LAX
172.64.230.9,10,10,0.00,193.57,0.00,LAX
104.24.50.172,10,10,0.00,193.65,0.00,LAX
104.17.255.155,10,10,0.00,193.66,0.00,LAX
172.65.209.85,10,10,0.00,193.70,0.00,LAX
104.17.248.41,10,10,0.00,193.72,0.00,LAX
104.24.35.146,10,10,0.00,193.73,0.00,LAX
104.16.115.46,10,10,0.00,193.78,0.00,LAX
104.17.10.216,10,10,0.00,193.81,0.00,LAX
104.25.45.180,10,10,0.00,193.90,0.00,LAX
104.17.8.24,10,10,0.00,193.97,0.00,LAX
162.159.12.107,10,10,0.00,193.98,0.00,LAX
104.25.157.245,10,10,0.00,194.00,0.00,LAX
104.25.88.48,10,10,0.00,194.00,0.00,LAX
104.24.60.199,10,10,0.00,194.12,0.00,LAX
104.17.18.81,10,10,0.00,194.12,0.00,LAX
198.41.207.65,10,10,0.00,194.14,0.00,LAX
162.159.26.127,10,10,0.00,194.16,0.00,LAX
104.25.240.179,10,10,0.00,194.23,0.00,LAX
104.18.3.68,10,10,0.00,194.25,0.00,LAX
104.16.117.45,10,10,0.00,194.28,0.00,LAX
104.24.197.48,10,10,0.00,194.30,0.00,LAX
104.17.26.7,10,10,0.00,194.41,0.00,LAX
104.16.140.135,10,10,0.00,194.56,0.00,LAX
104.24.153.122,10,10,0.00,194.58,0.00,LAX
104.24.72.70,10,10,0.00,194.59,0.00,LAX
104.25.172.25,10,10,0.00,194.60,0.00,LAX
104.27.57.46,10,10,0.00,194.66,0.00,LAX
104.16.254.32,10,10,0.00,194.71,0.00,LAX
172.64.154.214,10,10,0.00,194.77,0.00,LAX
104.25.119.191,10,10,0.00,194.80,0.00,LAX
104.16.192.7,10,10,0.00,194.85,0.00,LAX
104.27.63.217,10,10,0.00,194.94,0.00,LAX
172.66.210.179,10,10,0.00,194.95,0.00,LAX
104.25.64.96,10,10,0.00,195.00,0.00,LAX
172.66.134.167,10,10,0.00,195.08,0.00,LAX
104.17.33.132,10,10,0.00,195.10,0.00,LAX
162.159.239.161,10,10,0.00,195.17,0.00,LAX
172.66.214.161,10,10,0.00,195.17,0.00,LAX
104.25.183.25,10,10,0.00,195.20,0.00,LAX
172.64.38.223,10,10,0.00,195.23,0.00,LAX
198.41.192.22,10,10,0.00,195.32,0.00,LAX
172.66.0.46,10,10,0.00,195.32,0.00,LAX
104.19.17.43,10,10,0.00,195.33,0.00,LAX
104.18.81.250,10,10,0.00,195.34,0.00,LAX
104.27.49.241,10,10,0.00,195.36,0.00,LAX
104.25.211.101,10,10,0.00,195.39,0.00,LAX
104.25.113.38,10,10,0.00,195.40,0.00,LAX
162.159.199.165,10,10,0.00,195.49,0.00,LAX
104.24.244.248,10,10,0.00,195.50,0.00,LAX
104.25.185.86,10,10,0.00,195.50,0.00,LAX
104.24.174.16,10,10,0.00,195.51,0.00,LAX
104.25.63.42,10,10,0.00,195.60,0.00,LAX
104.25.57.41,10,10,0.00,195.70,0.00,LAX
104.18.101.216,10,10,0.00,195.71,0.00,LAX
162.159.24.153,10,10,0.00,195.81,0.00,LAX
104.17.194.158,10,10,0.00,195.88,0.00,LAX
104.24.218.170,10,10,0.00,196.01,0.00,LAX
104.17.116.125,10,10,0.00,196.10,0.00,LAX
104.25.128.90,10,10,0.00,196.10,0.00,LAX
104.25.65.119,10,10,0.00,196.20,0.00,LAX
104.24.75.133,10,10,0.00,196.23,0.00,LAX
104.24.168.210,10,10,0.00,196.26,0.00,LAX
104.24.145.178,10,10,0.00,196.31,0.00,LAX
104.24.222.105,10,10,0.00,196.35,0.00,LAX
104.25.218.108,10,10,0.00,196.38,0.00,LAX
104.24.230.239,10,10,0.00,196.45,0.00,LAX
104.24.180.82,10,10,0.00,196.61,0.00,LAX
172.65.217.204,10,10,0.00,196.64,0.00,LAX
198.41.196.209,10,10,0.00,196.66,0.00,LAX
172.67.75.123,10,10,0.00,196.72,0.00,HKG
104.17.15.23,10,10,0.00,196.74,0.00,LAX
104.27.68.167,10,10,0.00,196.79,0.00,LAX
104.25.22.66,10,10,0.00,196.80,0.00,LAX
104.24.243.73,10,10,0.00,196.80,0.00,LAX
104.25.83.53,10,10,0.00,196.90,0.00,LAX
104.24.41.9,10,10,0.00,197.01,0.00,LAX
104.18.127.4,10,10,0.00,197.27,0.00,LAX
172.66.166.206,10,10,0.00,197.27,0.00,LAX
104.24.143.141,10,10,0.00,197.29,0.00,LAX
104.24.2.237,10,10,0.00,197.30,0.00,LAX
172.65.219.248,10,10,0.00,197.57,0.00,LAX
104.25.87.31,10,10,0.00,198.00,0.00,LAX
104.25.252.92,10,10,0.00,198.11,0.00,LAX
162.159.136.119,10,10,0.00,198.20,0.00,FRA
104.25.120.214,10,10,0.00,198.20,0.00,LAX
172.64.34.5,10,10,0.00,198.28,0.00,LAX
104.17.30.245,10,10,0.00,198.30,0.00,LAX
104.25.213.88,10,10,0.00,198.33,0.00,LAX
104.18.125.93,10,10,0.00,198.45,0.00,LAX
104.24.217.26,10,10,0.00,198.50,0.00,LAX
104.24.216.103,10,10,0.00,198.50,0.00,LAX
104.27.95.156,10,10,0.00,198.54,0.00,LAX
104.25.7.150,10,10,0.00,198.80,0.00,LAX
104.24.158.49,10,10,0.00,198.88,0.00,LAX
172.64.145.149,10,10,0.00,199.00,0.00,LAX
104.24.209.227,10,10,0.00,199.05,0.00,LAX
104.16.251.187,10,10,0.00,199.16,0.00,LAX
104.25.180.6,10,10,0.00,199.20,0.00,LAX
104.24.89.110,10,10,0.00,199.21,0.00,LAX
104.24.129.190,10,10,0.00,199.27,0.00,LAX
104.16.253.151,10,10,0.00,199.41,0.00,LAX
172.67.92.89,10,10,0.00,199.64,0.00,LAX
104.25.184.75,10,10,0.00,200.00,0.00,LAX
104.25.227.55,10,10,0.00,200.10,0.00,LAX
104.25.194.163,10,10,0.00,200.50,0.00,LAX
104.24.95.251,10,10,0.00,200.65,0.00,LAX
104.27.43.121,10,10,0.00,200.99,0.00,LAX
172.67.64.244,10,10,0.00,201.16,0.00,HKG
104.27.100.189,10,10,0.00,201.63,0.00,LAX
104.27.78.49,10,10,0.00,201.67,0.00,LAX
162.159.152.86,10,10,0.00,201.69,0.00,FRA
104.25.192.60,10,10,0.00,201.70,0.00,LAX
104.17.17.200,10,10,0.00,201.87,0.00,LAX
104.27.12.164,10,10,0.00,201.95,0.00,LAX
103.31.4.190,10,10,0.00,202.10,0.00,DEN
104.17.84.97,10,10,0.00,202.20,0.00,SJC
104.16.230.32,10,10,0.00,202.27,0.00,LAX
141.101.113.139,10,10,0.00,202.34,0.00,FRA
104.25.140.7,10,10,0.00,202.70,0.00,LAX
104.24.205.220,10,10,0.00,202.95,0.00,LAX
104.16.168.26,10,10,0.00,203.19,0.00,LAX
104.25.89.203,10,10,0.00,203.20,0.00,LAX
162.159.130.69,10,10,0.00,203.69,0.00,FRA
104.27.5.113,10,10,0.00,203.78,0.00,LAX
104.25.31.160,10,10,0.00,203.80,0.00,LAX
162.159.92.7,10,10,0.00,203.89,0.00,FRA
162.159.134.101,10,10,0.00,204.05,0.00,FRA
104.17.64.53,10,10,0.00,204.40,0.00,SJC
104.25.131.134,10,10,0.00,205.00,0.00,LAX
198.41.201.36,10,10,0.00,205.04,0.00,LAX
104.27.96.225,10,10,0.00,205.06,0.00,LAX
104.17.51.4,10,10,0.00,205.30,0.00,SJC
162.159.153.99,10,10,0.00,205.39,0.00,FRA
104.16.47.135,10,10,0.00,205.63,0.00,SJC
104.16.41.4,10,10,0.00,205.64,0.00,SJC
104.25.137.48,10,10,0.00,205.90,0.00,LAX
104.17.97.52,10,10,0.00,206.00,0.00,SJC
104.16.17.24,10,10,0.00,206.03,0.00,SJC
172.67.84.69,10,10,0.00,206.14,0.00,LAX
104.25.25.71,10,10,0.00,206.50,0.00,LAX
104.16.20.51,10,10,0.00,206.77,0.00,SJC
104.27.62.102,10,10,0.00,206.84,0.00,LAX
104.17.50.71,10,10,0.00,207.00,0.00,SJC
104.16.24.197,10,10,0.00,207.15,0.00,SJC
104.24.250.198,10,10,0.00,207.20,0.00,LAX
104.25.115.218,10,10,0.00,207.40,0.00,LAX
104.16.51.205,10,10,0.00,207.45,0.00,SJC
162.159.224.161,10,10,0.00,207.45,0.00,DEN
104.17.130.114,10,10,0.00,207.50,0.00,SJC
104.17.70.93,10,10,0.00,207.80,0.00,SJC
104.25.186.56,10,10,0.00,208.10,0.00,LAX
104.24.30.36,10,10,0.00,208.15,0.00,LAX
104.24.133.38,10,10,0.00,208.19,0.00,LAX
104.16.67.167,10,10,0.00,208.30,0.00,SJC
104.17.57.0,10,10,0.00,208.40,0.00,SJC
104.24.23.91,10,10,0.00,208.41,0.00,LAX
104.16.35.34,10,10,0.00,208.49,0.00,SJC
104.16.154.6,10,10,0.00,208.66,0.00,LAX
104.16.98.174,10,10,0.00,208.77,0.00,SJC
104.25.253.150,10,10,0.00,208.86,0.00,LAX
104.16.10.79,10,10,0.00,208.91,0.00,SJC
104.25.142.198,10,10,0.00,209.20,0.00,LAX
162.159.95.198,10,10,0.00,209.32,0.00,FRA
104.27.69.199,10,10,0.00,209.39,0.00,LAX
104.25.161.15,10,10,0.00,209.40,0.00,LAX
104.25.62.224,10,10,0.00,209.60,0.00,LAX
104.16.4.238,10,10,0.00,209.67,0.00,SJC
104.25.164.49,10,10,0.00,209.80,0.00,LAX
104.16.76.242,10,10,0.00,210.15,0.00,SJC
104.17.76.142,10,10,0.00,210.20,0.00,SJC
104.25.144.88,10,10,0.00,210.20,0.00,LAX
162.159.234.3,10,10,0.00,210.30,0.00,DEN
141.101.114.48,10,10,0.00,210.37,0.00,SJC
162.159.143.204,10,10,0.00,210.38,0.00,FRA
104.16.78.124,10,10,0.00,210.43,0.00,SJC
104.26.2.167,10,10,0.00,210.50,0.00,HKG
104.24.237.3,10,10,0.00,210.50,0.00,LAX
104.24.240.247,10,10,0.00,210.70,0.00,LAX
104.16.22.247,10,10,0.00,210.93,0.00,SJC
104.16.71.164,10,10,0.00,211.07,0.00,SJC
104.16.30.107,10,10,0.00,211.07,0.00,SJC
104.24.141.214,10,10,0.00,211.09,0.00,LAX
104.25.193.177,10,10,0.00,211.30,0.00,LAX
104.16.23.95,10,10,0.00,211.30,0.00,SJC
104.16.56.225,10,10,0.00,211.47,0.00,SJC
