IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.17.232.87,10,7,0.30,172.28,0.00,SJC
104.17.212.211,10,7,0.30,172.50,0.00,SJC
104.17.222.54,10,7,0.30,172.77,0.00,SJC
104.17.215.138,10,7,0.30,172.79,0.00,SJC
104.17.191.242,10,7,0.30,222.41,0.00,SJC
104.17.203.164,10,7,0.30,223.50,0.00,SJC
104.17.173.43,10,7,0.30,225.93,0.00,SJC
104.17.166.250,10,7,0.30,227.30,0.00,SJC
104.17.128.30,10,7,0.30,227.41,0.00,SJC
104.17.201.193,10,7,0.30,227.44,0.00,SJC
104.17.133.68,10,7,0.30,228.34,0.00,SJC
104.17.147.252,10,7,0.30,245.77,0.00,SJC
104.17.146.202,10,7,0.30,282.74,0.00,SJC
104.17.94.85,10,7,0.30,366.28,0.00,SJC
104.17.247.245,10,6,0.40,165.42,0.00,SJC
104.17.243.41,10,6,0.40,168.25,0.00,SJC
104.17.244.134,10,6,0.40,168.25,0.00,SJC
104.17.246.96,10,6,0.40,168.75,0.00,SJC
104.17.241.173,10,6,0.40,170.09,0.00,SJC
104.17.240.119,10,6,0.40,170.92,0.00,SJC
104.17.242.80,10,6,0.40,171.92,0.00,SJC
104.17.156.104,10,6,0.40,172.41,0.00,SJC
104.17.162.249,10,6,0.40,172.92,0.00,SJC
104.17.226.101,10,6,0.40,173.83,0.00,SJC
104.17.209.57,10,6,0.40,232.00,0.00,SJC
104.17.214.185,10,6,0.40,234.69,0.00,SJC
104.17.199.245,10,6,0.40,235.84,0.00,SJC
104.17.157.90,10,6,0.40,237.92,0.00,SJC
104.17.183.247,10,6,0.40,247.09,0.00,SJC
104.17.55.76,10,6,0.40,398.13,0.00,SJC
172.64.95.98,10,6,0.40,868.64,0.00,LAX
104.18.32.24,10,5,0.50,108.31,0.00,SIN
104.17.228.180,10,5,0.50,175.30,0.00,SJC
104.17.206.140,10,5,0.50,176.00,0.00,SJC
104.17.225.6,10,5,0.50,248.91,0.00,SJC
104.17.138.81,10,5,0.50,264.20,0.00,SJC
104.17.202.114,10,5,0.50,268.70,0.00,SJC
104.17.208.86,10,5,0.50,274.20,0.00,SJC
104.18.34.223,10,4,0.60,108.13,0.00,SIN
104.18.33.5,10,4,0.60,109.01,0.00,SIN
104.18.35.57,10,4,0.60,109.84,0.00,SIN
104.17.170.73,10,4,0.60,168.48,0.00,SJC
104.17.169.137,10,4,0.60,172.00,0.00,SJC
104.17.227.202,10,4,0.60,174.09,0.00,SJC
104.17.238.252,10,4,0.60,276.11,0.00,SJC
104.17.245.84,10,4,0.60,280.50,0.00,SJC
104.17.179.231,10,4,0.60,293.00,0.00,SJC
104.17.160.12,10,4,0.60,405.63,0.00,SJC
104.21.58.101,10,4,0.60,918.54,0.00,LAX
104.18.37.212,10,3,0.70,108.22,0.00,SIN
104.18.40.172,10,3,0.70,108.34,0.00,SIN
104.18.36.199,10,3,0.70,108.84,0.00,SIN
104.18.38.9,10,3,0.70,109.34,0.00,SIN
104.18.39.125,10,3,0.70,110.01,0.00,SIN
104.18.41.170,10,3,0.70,111.79,0.00,SIN
104.17.223.90,10,3,0.70,163.17,0.00,SJC
104.17.188.99,10,3,0.70,166.55,0.00,SJC
104.18.26.13,10,3,0.70,175.85,0.00,LAX
104.18.23.77,10,3,0.70,176.00,0.00,LAX
104.17.217.146,10,3,0.70,479.66,0.00,SJC
104.17.207.185,10,3,0.70,495.89,0.00,SJC
104.18.45.19,10,2,0.80,109.01,0.00,SIN
104.18.47.195,10,2,0.80,110.47,0.00,SIN
104.18.44.75,10,2,0.80,110.51,0.00,SIN
104.18.43.219,10,2,0.80,110.71,0.00,SIN
104.18.42.145,10,2,0.80,110.76,0.00,SIN
104.18.46.76,10,2,0.80,111.40,0.00,SIN
104.17.219.246,10,2,0.80,166.50,0.00,SJC
104.18.30.72,10,2,0.80,172.26,0.00,LAX
104.18.29.109,10,2,0.80,174.26,0.00,LAX
104.18.28.72,10,2,0.80,179.26,0.00,LAX
104.17.190.15,10,2,0.80,406.00,0.00,SJC
104.18.25.141,10,2,0.80,408.51,0.00,LAX
104.18.24.4,10,2,0.80,408.81,0.00,LAX
104.17.234.46,10,1,0.90,164.99,0.00,SJC
104.18.27.67,10,1,0.90,651.71,0.00,LAX
